Text,Intent
"Turn off the lights, I'm ready for bed.",light_off
Deactivate the lighting in the basement.,light_on
"Time to dim the lights, I'm about to watch a movie.",light_off
Can you flip the switch to turn off the lights in the guest room?,light_off
"It's morning, turn off the backyard lights.",light_off
"Switch off the lights, I'm leaving the house.",light_off
Can you turn off the lights in the closet?,light_off
Switch off the table lamp in the living room.,light_off
"I need some darkness to sleep, turn off the lights.",light_off
Deactivate the nightlight in the hallway.,light_on
"Time to dim the lights, I'm going to read.",light_off
Can you turn off the lights in the pantry?,light_off
"Switch off the lights, I'm going to bed.",light_off
Can you turn off the lights in the guest bathroom?,light_off
Switch off the lamp on the desk.,light_on
"I need some darkness to relax, turn off the lights.",light_off
Deactivate the ceiling lights in the living room.,light_on
"Time to dim the lights, I'm getting ready for bed.",light_off
Can you turn off the lights in the utility room?,light_off
"It's morning, turn off the workshop lights.",light_off
"Switch off the lights, I'm heading to bed.",light_off
Turn off the bedside lamp.,light_off
Switch off the floor lamp in the corner.,light_off
Deactivate the overhead lights in the bedroom.,light_on
"Time to dim the lights, I'm going to watch a movie.",light_off
Can you turn off the lights in the playroom?,light_off
Activate the air conditioning in the office.,ac_on
Cool down the bedroom.,ac_on
Can you activate the AC in the dining room?,ac_on
"It's hot in here, please cool down the space.",ac_on
"Turn on the AC, I'm sweating.",ac_on
Can you adjust the thermostat to lower the temperature?,ac_on
"I want to feel cooler, turn on the AC.",ac_on
"It's getting too warm, turn on the air conditioning.",ac_on
"Switch on the AC, it's unbearable.",ac_on
Can you turn on the AC in the garage?,ac_on
Switch on the AC in the study.,ac_on
"I need to cool down, turn on the AC.",ac_on
Activate the air conditioning in the laundry room.,ac_on
"I want to feel comfortable, turn on the AC.",ac_on
"It's scorching, turn on the air conditioning.",ac_on
"Switch on the AC, it's becoming unbearable.",ac_on
Can you turn on the AC in the basement?,ac_on
Switch on the AC in the guest room.,ac_on
Activate the air conditioning in the guest bathroom.,ac_on
"I want to feel refreshed, turn on the AC.",ac_on
"Switch on the AC, I'm uncomfortable.",ac_on
Turn off the AC in the bedroom.,ac_off
Can you deactivate the AC in the dining room?,ac_off
"It's cold now, please turn off the AC.",ac_off
"Turn off the AC, I'm shivering.",ac_off
Deactivate the air conditioning in the kitchen.,ac_off
Can you adjust the thermostat to raise the temperature?,ac_off
"I want to feel warmer, turn off the AC.",ac_off
"It's getting too cold, turn off the air conditioning.",ac_off
"Switch off the AC, it's uncomfortable.",ac_off
Can you turn off the AC in the garage?,ac_off
Switch off the AC in the study.,ac_off
Deactivate the air conditioning in the laundry room.,ac_off
"I want to feel comfortable, turn off the AC.",ac_off
"It's chilly, turn off the air conditioning.",ac_off
"Switch off the AC, I'm freezing.",ac_off
Can you turn off the AC in the basement?,ac_off
Switch off the AC in the guest room.,ac_off
Deactivate the air conditioning in the guest bathroom.,ac_off
"I want to feel cozy, turn off the AC.",ac_off
Activate the vent in the basement.,vent_on
Turn on the vent in the dining room.,vent_on
Can you activate the ventilation in the garage?,vent_on
"It's stuffy in here, please turn on the vent.",vent_on
"Turn on the ventilation, the air is stale.",vent_on
Activate the vent in the laundry room.,vent_on
"I want to ventilate the space, turn on the vent.",vent_on
"It's humid, turn on the vent to remove moisture.",vent_on
"Switch on the vent, it's becoming stuffy.",vent_on
Can you turn on the vent in the study?,vent_on
Switch on the vent in the guest room.,vent_on
"I need to circulate the air, turn on the vent.",vent_on
Activate the ventilation in the guest bathroom.,vent_on
"It's humid, turn on the vent to eliminate moisture.",vent_on
"Switch on the vent, it's starting to feel stuffy.",vent_on
Turn off the vent in the dining room.,vent_off
Can you deactivate the ventilation in the garage?,vent_off
"It's breezy now, please turn off the vent.",vent_off
Deactivate the vent in the laundry room.,vent_off
"I want to stop ventilating the space, turn off the vent.",vent_off
Can you turn off the vent in the study?,vent_off
Switch off the vent in the guest room.,vent_off
"I need to stop circulating the air, turn off the vent.",vent_off
Deactivate the ventilation in the guest bathroom.,vent_off
Activate the fan in the office.,fan_on
Turn on the ceiling fan in the living room.,fan_on
Can you activate the fan in the dining room?,fan_on
"It's getting warm, please turn on the fan.",fan_on
Turn on the lights in the bedroom.,light_on
"Switch on the lights in the living room, please.",light_on
"It's a bit dark here, can you illuminate the room?",light_on
"Turn on the lights, I need better visibility.",light_on
"Activate the lighting in the hallway, please.",light_on
"Time to brighten up the space, turn on the lights.",light_on
Can you flip the switch to light up the kitchen?,light_on
"It's getting dark outside, turn on the porch lights.",light_on
Brighten up the room.,light_on
Illuminate the space.,light_on
Can you provide some light?,light_on
Make it brighter.,light_on
Turn on the ceiling lights.,light_on
I need some light for reading.,light_on
It's too dark to cook.,light_on
I can't see the TV.,light_on
Light up the bathroom.,light_on
Can you turn on the hallway lights?,light_on
I need some light for the stairs.,light_on
I want to be able to see the door.,light_on
I need light to find my keys.,light_on
Let there be light.,light_on
It's time to light up the living room.,light_on
I need more light to see the artwork.,light_on
"Switch on the lights, it's getting late.",light_on
I want to be able to see what I'm doing.,light_on
Please turn on the lights in the garage.,light_on
I need some light to work on this project.,light_on
Let's get this room lit up.,light_on
Turn on the lights for the party.,light_on
Can you turn on the porch lights for me?,light_on
I need some light to see my way around.,light_on
"Light up the hallway, please.",light_on
I want some light for the entryway.,light_on
Turn on the lights in the office.,light_on
Let's illuminate the kitchen.,light_on
Can you turn on the lights in the basement?,light_on
I need some light to find my way upstairs.,light_on
Please turn on the lights in the guest room.,light_on
I want some light to see the front yard.,light_on
Turn on the lights in the laundry room.,light_on
It's time to illuminate the living room.,light_on
I need some light to read a book.,light_on
"Can you turn on the lights in the bedroom, please?",light_on
Please illuminate the space.,light_on
It's time to light up the hallway.,light_on
I need some light to cook dinner.,light_on
"Can you turn on the lights in the garage, please?",light_on
Please turn on the lights for the party.,light_on
It's time to light up the backyard.,light_on
I need some light to see the street.,light_on
Can you turn on the lights in the garden?,light_on
"Turn on the lights, it's time to work.",light_on
I need some light to find my way around.,light_on
I need some light to see what I'm doing.,light_on
"Let's illuminate the living room, please.",light_on
It's time to light up the office.,light_off
I need some light to do my homework.,light_on
Can you turn on the lights in the bedroom?,light_on
It's time to light up the kitchen.,light_on
I need some light to see the bathroom.,light_on
"Let's get some light in here, it's getting dark.",light_on
"Turn on the lights, please.",light_on
Can you illuminate the hallway?,light_on
It's time to light up the stairs.,light_on
I need some light to find my way to the door.,light_on
Can you turn on the porch lights?,light_on
I need some light to see the house number.,light_on
Please turn on the lights in the backyard.,light_on
I need some light to enjoy the garden.,light_on
Can you turn on the lights in the garage?,light_on
Let's get some light in here for the party.,light_on
"Please turn on the lights, it's getting dark.",light_on
I need some light to work on my project.,light_on
Please turn on the lights in the office.,light_on
Turn off the ceiling lights.,light_off
"I need to sleep, turn off the lights.",light_off
Can you switch off the lights?,light_off
Make it darker.,light_off
"I'm leaving the room, please turn off the lights.",light_off
"Can you turn off the hallway lights, please?",light_off
"Turn off the kitchen lights, it's time to sleep.",light_off
"I'm going to bed, turn off the lights, please.",light_off
Please turn off the lights in the bathroom.,light_off
Can you turn off the lights in the living room?,light_off
"I want to save energy, turn off the lights.",light_off
Please turn off the lights in the dining room.,light_off
It's time to turn off the lights in the garage.,light_off
"I'm going to bed, please turn off the lights.",light_off
Please turn off the lights in the office.,light_off
"I'm leaving the house, please turn off the lights.",light_off
Can you turn off the lights in the basement?,light_off
"I'm going to sleep, turn off the lights.",light_off
Please turn off the lights in the guest room.,light_off
It's time to turn off the lights in the backyard.,light_off
Please turn off the lights in the laundry room.,light_off
"I'm going to sleep, please turn off the lights.",light_off
Cool down the room.,ac_on
Lower the temperature.,ac_on
I need a cool breeze.,ac_on
"Turn on the AC, it's too hot to work.",ac_on
Can you turn on the AC in the living room?,ac_on
"I'm feeling warm, please turn on the AC.",ac_on
"Can you turn on the AC in the bedroom, please?",ac_on
Please cool down the room.,ac_on
Can you turn on the AC in the office?,ac_on
Please turn on the AC unit.,ac_on
"I'm feeling uncomfortable, please turn on the AC.",ac_on
Can you turn on the AC in the guest room?,ac_on
Please cool down the house.,ac_on
"It's too hot, turn on the AC.",ac_on
Can you turn on the AC in the laundry room?,ac_on
Please turn on the AC unit in the garage.,ac_on
"It's a bit too warm, turn on the AC.",ac_on
Can you turn on the AC in the pantry?,ac_on
Please turn on the AC in the basement.,ac_on
"I need some cool air, please turn on the AC.",ac_on
Can you turn on the AC in the dining room?,ac_on
Please turn on the AC in the hallway.,ac_on
"It's time to cool down, turn on the AC.",ac_on
Please turn on the AC in the backyard.,ac_on
"Turn off the AC, I'm getting cold.",ac_off
"Can you turn off the AC in the living room, please?",ac_off
"I'm feeling chilly, please turn off the AC.",ac_off
Please turn off the AC in the bedroom.,ac_off
"I'm feeling cold, can you turn off the AC?",ac_off
Please turn off the AC unit.,ac_off
"It's too cold, turn off the AC.",ac_off
Can you turn off the AC in the office?,ac_off
"I'm getting cold, please turn off the AC.",ac_off
Please turn off the AC in the guest room.,ac_off
"It's too cold in here, please turn off the AC.",ac_off
Can you turn off the AC in the laundry room?,ac_off
Please turn off the AC unit in the garage.,ac_off
Can you turn off the AC in the pantry?,ac_off
Please turn off the AC in the basement.,ac_off
Can you turn off the AC in the dining room?,ac_off
Please turn off the AC in the hallway.,ac_off
Please turn off the AC in the backyard.,ac_off
Let's ventilate the room.,vent_on
"Open the vent, please.",vent_on
Can you turn on the vent in the bathroom?,vent_on
"Turn on the ventilation, please.",vent_on
I need to clear the air.,vent_on
Please turn on the vent in the kitchen.,vent_on
"It's stuffy, can you turn on the vent?",vent_on
Please turn on the ventilation in the laundry room.,vent_on
I need to clear the air in the garage.,vent_on
Can you turn on the vent in the basement?,vent_on
"Could you illuminate the bathroom, please?",light_on
Brighten up the living room.,light_on
Can you flip the switch to light up the office?,light_off
"It's getting dark in the bedroom, turn on the lights.",light_on
Could you switch on the lights in the study?,light_on
Can you illuminate the area around the stairs?,light_on
Switch on the lights in the garage.,light_on
Can you dim the lights in the living room?,light_off
I want to turn off the lights in the kitchen.,light_off
Could you switch off the lights in the hallway?,light_off
"It's too bright in the bathroom, please dim the lights.",light_off
"Turn off the lights in the office, please.",light_off
Time to turn off the lights in the dining room.,light_off
Can you flip the switch to turn off the lights in the study?,light_off
Switch off the lights in the garden.,light_off
Can you switch on the TV in the living room?,tv_on
"It's time to watch TV, activate the TV.",tv_on
Can you flip the switch to turn on the TV in the office?,tv_on
Switch on the TV in the hallway.,tv_on
Can you switch off the TV in the living room?,tv_off
Can you flip the switch to turn off the TV in the office?,tv_off
Switch off the TV in the hallway.,tv_off
"Illuminate the kitchen, please.",light_on
Switch on the living room lights.,light_on
I'd like to brighten up the hallway.,light_on
Can you turn on the bathroom lights?,light_on
"It's getting dark, please turn on the lights.",light_on
I need more light in the bedroom.,light_on
"Time to light up the study, please.",light_on
Can you activate the lights in the garage?,light_on
"Let's brighten up the space, turn on the lights.",light_on
"I need better visibility, please turn on the lights.",light_on
"It's hard to see, can you illuminate the room?",light_on
"Switch the lights on in the dining room, please.",light_on
Could you activate the overhead lights in the living room?,light_on
"I need more light, please turn on the lamp.",light_on
Can you turn on the reading lamp in the corner?,light_on
"I want more light to see the book, please.",light_on
"Turn on the lights in the basement, please.",light_on
"It's too dark to read, can you brighten up the room?",light_on
I'd like to turn on the lights in the guest room.,light_on
Can you flip the switch for the lights in the hallway?,light_on
"I need a little more light, please turn on the lamp.",light_on
"Switch on the lights in the laundry room, please.",light_on
"Turn on the porch lights, it's getting dark outside.",light_on
Could you activate the lights in the front yard?,light_on
"I want to illuminate the backyard, please turn on the lights.",light_on
Can you turn on the lights near the entrance?,light_on
"I need to see clearly, please turn on the lights.",light_on
"It's time to light up the garden, please.",light_on
Can you activate the lights in the patio?,light_on
"I'd like to turn on the lights in the balcony, please.",light_on
Could you activate the lights in the driveway?,light_on
"I need to see the walkway, please turn on the lights.",light_on
"Turn on the lights in the workshop, please.",light_on
Can you activate the lights in the garage workshop?,light_on
I'd like to turn on the lights in the attic.,light_on
Can you activate the lights in the utility room?,light_on
"Turn on the lights in the pantry, please.",light_on
"I need to see the items, please turn on the lights.",light_on
Could you activate the lights in the closet?,light_on
I'd like to turn on the lights in the storage room.,light_on
"Could you switch off the lights in the bedroom, please?",light_off
Please turn off the lights in the living room.,light_off
I'd like to dim the lights in the hallway.,light_off
Can you turn off the lights in the bathroom?,light_off
"It's bedtime, please turn off the lights.",light_off
"I want to conserve energy, please turn off the lights.",light_on
Time to switch off the lights in the study.,light_off
Can you deactivate the lights in the garage?,light_on
"Let's dim the lights, it's movie night.",light_off
"Turn off the lights, please, it's getting late.",light_off
"Switch off the lights in the dining room, please.",light_off
Could you deactivate the overhead lights in the living room?,light_on
I'd like to turn off the lights in the guest room.,light_off
"Turn off the lights in the basement, please.",light_off
I want to turn off the lights in the laundry room.,light_off
"Switch off the porch lights, it's morning.",light_off
Could you deactivate the lights in the front yard?,light_on
I want to turn off the lights in the backyard.,light_off
Can you turn off the lights near the entrance?,light_off
It's time to turn off the lights in the garden.,light_off
Can you deactivate the lights in the patio?,light_on
I'd like to turn off the lights in the balcony.,light_on
Could you deactivate the lights in the driveway?,light_on
"Turn off the lights in the workshop, please.",light_off
Can you deactivate the lights in the garage workshop?,light_on
I'd like to turn off the lights in the attic.,light_off
Can you deactivate the lights in the utility room?,light_on
"Turn off the lights in the pantry, please.",light_off
"I'm leaving the room, could you switch off the lights?",light_off
It's time to turn off the lights in the closet.,light_off
Can you deactivate the lights in the storage room?,light_on
"I need to cool down, can you turn on the AC?",ac_on
"Activate the air conditioning in the living room, please.",ac_on
"It's hot, please turn on the air conditioning.",ac_on
Can you switch on the AC in the bedroom?,ac_on
"I want to lower the temperature, please turn on the AC.",ac_on
"It's sweltering, turn on the AC unit.",ac_on
"It's too warm, can you turn on the AC?",ac_on
Please activate the AC in the office.,ac_on
"It's stifling, turn on the air conditioning.",ac_on
I'd like to turn on the AC in the guest room.,ac_on
Can you activate the AC in the basement?,ac_on
"It's uncomfortable, please turn on the AC.",ac_on
"I need some relief from the heat, can you turn on the AC?",ac_on
"It's getting unbearable, please turn on the AC.",ac_on
"Switch on the AC in the laundry room, please.",ac_on
Could you activate the AC in the garage?,ac_on
I'd like to turn on the AC in the attic.,ac_on
Can you activate the AC in the utility room?,ac_on
"Turn on the AC in the pantry, please.",ac_on
"I need to cool down the space, please turn on the AC.",ac_on
Could you activate the AC in the closet?,ac_on
I'd like to turn on the AC in the storage room.,ac_on
Can you activate the AC in the workshop?,ac_on
"It's too hot to work, please turn on the AC.",ac_on
"Switch on the AC in the garage workshop, please.",ac_on
Please deactivate the AC in the living room.,ac_off
I'd like to turn off the AC in the bedroom.,ac_off
"It's too cold, can you switch off the AC?",ac_off
"I want to raise the temperature, please turn off the AC.",ac_off
"It's comfortable now, turn off the AC unit.",ac_off
"Switch off the AC, it's too chilly.",ac_off
"The room is freezing, can you turn off the AC?",ac_off
Please deactivate the AC in the office.,ac_off
"It's time to turn off the AC, it's getting chilly.",ac_off
I'd like to turn off the AC in the guest room.,ac_off
Can you deactivate the AC in the basement?,ac_off
"It's time to turn off the AC, I'm getting cold.",ac_off
"I need to stop cooling, please turn off the AC.",ac_off
"It's getting too cold, please turn off the AC.",ac_off
"Switch off the AC in the laundry room, please.",ac_off
Could you deactivate the AC in the garage?,ac_off
I'd like to turn off the AC in the attic.,ac_off
Can you deactivate the AC in the utility room?,ac_off
"Turn off the AC in the pantry, please.",ac_off
"I'm leaving the room, could you switch off the AC?",ac_off
It's time to turn off the AC in the closet.,ac_off
Can you deactivate the AC in the storage room?,ac_off
I'd like to turn off the AC in the workshop.,ac_off
"It's too cold to work, please turn off the AC.",ac_off
"Switch off the AC in the garage workshop, please.",ac_off
"It's stuffy in here, can you activate the vent?",vent_on
Please switch on the ventilation in the kitchen.,vent_on
"Turn on the vent, the air feels stale.",vent_on
"It's time to turn on the vent, the room is stuffy.",vent_on
"I need fresh air, can you turn on the vent?",vent_on
Please activate the vent in the guest room.,vent_on
Could you turn on the vent in the laundry room?,vent_on
"It's time to ventilate the garage, please.",vent_on
I'd like to turn on the vent in the attic.,vent_on
Can you activate the vent in the utility room?,vent_on
"Turn on the vent in the pantry, please.",vent_on
"I want to remove the odors, turn on the vent.",vent_on
Could you activate the vent in the closet?,vent_on
I'd like to turn on the vent in the storage room.,vent_on
Can you activate the vent in the workshop?,vent_on
"It's time to ventilate the garage workshop, please.",vent_on
I'd like to turn off the vent in the bathroom.,vent_off
"It's too windy, can you turn off the vent?",vent_off
"It's time to turn off the vent, the air is fresh.",vent_off
"I want to stop the airflow, can you turn off the vent?",vent_off
Please deactivate the vent in the guest room.,vent_off
Could you turn off the vent in the laundry room?,vent_off
It's time to turn off the vent in the garage.,vent_off
I'd like to turn off the vent in the attic.,vent_off
Can you deactivate the vent in the utility room?,vent_off
"Turn off the vent in the pantry, please.",vent_off
"I'm leaving the room, could you switch off the vent?",vent_off
It's time to turn off the vent in the closet.,vent_off
Can you deactivate the vent in the storage room.,vent_off
I'd like to turn off the vent in the workshop.,vent_off
"It's time to turn off the vent in the garage workshop, please.",vent_off
Can you turn on the fan in the bedroom?,fan_on
"It's time to turn on the fan, it's getting warm.",fan_on
"I need to cool down, can you turn on the fan?",fan_on
Please activate the fan in the guest room.,fan_on
Could you turn on the fan in the laundry room?,fan_on
It's time to turn on the fan in the garage.,fan_on
I'd like to turn on the fan in the attic.,fan_on
Can you activate the fan in the utility room?,fan_on
"Turn on the fan in the pantry, please.",fan_on
"I want to cool down the space, turn on the fan.",fan_on
Could you activate the fan in the closet?,fan_on
I'd like to turn on the fan in the storage room.,fan_on
Can you activate the fan in the workshop?,fan_on
"It's too hot to work, please turn on the fan.",fan_on
"Switch on the fan in the garage workshop, please.",fan_on
I'd like to turn off the fan in the bedroom.,fan_off
"It's too noisy, can you turn off the fan?",fan_off
"It's time to turn off the fan, I'm getting cold.",fan_off
"I want to stop the fan, can you turn off the fan?",fan_off
Please deactivate the fan in the guest room.,fan_off
Could you turn off the fan in the laundry room?,fan_off
It's time to turn off the fan in the garage.,fan_off
I'd like to turn off the fan in the attic.,fan_off
Can you deactivate the fan in the utility room?,fan_off
"Turn off the fan in the pantry, please.",fan_off
"I'm leaving the room, could you switch off the fan?",fan_off
It's time to turn off the fan in the closet.,fan_off
Can you deactivate the fan in the storage room.,fan_off
I'd like to turn off the fan in the workshop.,fan_off
"It's too cool to work, please turn off the fan.",fan_off
"Switch off the fan in the garage workshop, please.",fan_off
"Turn on the heater in the bedroom, please.",heater_on
Can you adjust the thermostat to heat the room?,heater_on
"It's time to turn on the heater, it's getting cold.",heater_on
"I need to warm up, can you turn on the heater?",heater_on
Please activate the heater in the guest room.,heater_on
Could you turn on the heater in the laundry room?,heater_on
It's time to turn on the heater in the garage.,heater_on
I'd like to turn on the heater in the attic.,heater_on
Can you activate the heater in the utility room?,heater_on
"Turn on the heater in the pantry, please.",heater_on
"I want to warm up the space, turn on the heater.",heater_on
Could you activate the heater in the closet?,heater_on
I'd like to turn on the heater in the storage room.,heater_on
Can you activate the heater in the workshop?,heater_on
"It's too cold to work, please turn on the heater.",heater_on
"Switch on the heater in the garage workshop, please.",heater_on
"Turn off the heater in the bedroom, please.",heater_off
"It's time to turn off the heater, it's getting warm.",heater_off
"I need to cool down, can you turn off the heater?",heater_off
Please deactivate the heater in the guest room.,heater_off
Could you turn off the heater in the laundry room?,heater_off
It's time to turn off the heater in the garage.,heater_off
I'd like to turn off the heater in the attic.,heater_off
Can you deactivate the heater in the utility room?,heater_off
"Turn off the heater in the pantry, please.",heater_off
"I'm leaving the room, could you switch off the heater?",heater_off
It's time to turn off the heater in the closet.,heater_off
Can you deactivate the heater in the storage room.,heater_off
I'd like to turn off the heater in the workshop.,heater_off
"It's too warm to work, please turn off the heater.",heater_off
"Switch off the heater in the garage workshop, please.",heater_off
Please switch on the multiplug in the living room.,multiplug_on
"Turn on the multiplug in the bedroom, please.",multiplug_on
"It's time to turn on the multiplug, I need to charge my phone.",multiplug_on
"I need power, can you turn on the multiplug?",multiplug_on
Please activate the multiplug in the guest room.,multiplug_on
Could you turn on the multiplug in the laundry room?,multiplug_on
It's time to turn on the multiplug in the garage.,multiplug_on
I'd like to turn on the multiplug in the attic.,multiplug_on
Can you activate the multiplug in the utility room?,multiplug_on
"Turn on the multiplug in the pantry, please.",multiplug_on
"I want to power up my appliances, turn on the multiplug.",multiplug_on
Could you activate the multiplug in the closet?,multiplug_on
I'd like to turn on the multiplug in the storage room.,multiplug_on
Can you activate the multiplug in the workshop?,multiplug_on
"It's time to power up the tools, please turn on the multiplug.",multiplug_on
"Switch on the multiplug in the garage workshop, please.",multiplug_on
Please switch off the multiplug in the living room.,multiplug_off
"Turn off the multiplug in the bedroom, please.",multiplug_off
"It's time to turn off the multiplug, I'm done charging my phone.",multiplug_off
"I need to conserve energy, can you turn off the multiplug?",multiplug_off
Please deactivate the multiplug in the guest room.,multiplug_off
Could you turn off the multiplug in the laundry room?,multiplug_off
It's time to turn off the multiplug in the garage.,multiplug_off
I'd like to turn off the multiplug in the attic.,multiplug_off
Can you deactivate the multiplug in the utility room?,multiplug_off
"Turn off the multiplug in the pantry, please.",multiplug_off
"I'm leaving the room, could you switch off the multiplug?",multiplug_off
It's time to turn off the multiplug in the closet.,multiplug_off
Can you deactivate the multiplug in the storage room.,multiplug_off
I'd like to turn off the multiplug in the workshop.,multiplug_off
"It's time to turn off the multiplug in the garage workshop, please.",multiplug_off
Can you turn on the TV in the bedroom?,tv_on
"Turn on the TV, it's movie night.",tv_on
"It's time to turn on the TV, I want to watch a movie.",tv_on
"I need some entertainment, can you turn on the TV?",tv_on
Please activate the TV in the guest room.,tv_on
Could you turn on the TV in the laundry room?,tv_on
It's time to turn on the TV in the garage.,tv_on
I'd like to turn on the TV in the attic.,tv_on
Can you activate the TV in the utility room?,tv_on
"Turn on the TV in the pantry, please.",tv_on
"I want to watch some shows, turn on the TV.",tv_on
Could you activate the TV in the closet?,tv_on
I'd like to turn on the TV in the storage room.,tv_on
Can you activate the TV in the workshop?,tv_on
"It's time to turn on the TV in the garage workshop, please.",tv_on
"Turn off the TV in the bedroom, please.",tv_off
"It's time to turn off the TV, I'm getting tired.",tv_off
"I need to go to bed, can you turn off the TV?",tv_off
Please deactivate the TV in the guest room.,tv_off
Could you turn off the TV in the laundry room?,tv_off
It's time to turn off the TV in the garage.,tv_off
I'd like to turn off the TV in the attic.,tv_off
Can you deactivate the TV in the utility room?,tv_off
"Turn off the TV in the pantry, please.",tv_off
"I'm leaving the room, could you switch off the TV?",tv_off
It's time to turn off the TV in the closet.,tv_off
Can you deactivate the TV in the storage room.,tv_off
I'd like to turn off the TV in the workshop.,tv_off
"It's time to turn off the TV in the garage workshop, please.",tv_off
Please switch on the lights in the living room.,light_on
Illuminate the bathroom.,light_on
Can you turn on the lights in the study?,light_on
"I can't see anything, please turn on the lights.",light_on
Turn on the overhead lights in the living room.,light_on
"Brighten the kitchen, please.",light_on
Could you please switch on the lamps in the dining room?,light_on
"I need more light for reading, turn on the desk lamp.",light_on
"Let's have some light, turn on the lights in the hallway.",light_on
"It's too dim in here, activate the lights.",light_on
Can you turn on the light above the mirror?,light_on
"I need to see, turn on the lights in the closet.",light_on
Please switch on the lights in the entryway.,light_on
"Turn on the lights, I'm stumbling in the dark.",light_on
"Let's get some light in here, activate the lamps.",light_on
"I need to see what I'm doing, turn on the lights.",light_on
"Brighten up the living room, please.",light_on
"It's time to turn on the lights, it's getting dark.",light_on
Please switch on the lights in the guest room.,light_on
"It's too dark to work, please turn on the lights.",light_on
"I need some light to find my keys, activate the hallway lights.",light_on
"Turn on the lights, I can't see anything!",light_on
"Let's have some light, please switch on the lamps.",light_on
Can you turn on the lights in the attic?,light_on
"It's getting dark, time to turn on the lights.",light_on
"I need to see what I'm doing, please switch on the lights.",light_on
"Brighten up the patio, turn on the lights.",light_on
"Turn on the lights, I'm having trouble reading.",light_on
Can you turn on the lights in the laundry room?,light_on
"I need more light to finish this task, please switch on the lights.",light_on
"Let's have some light, activate the overhead lights.",light_on
"It's too dark to see, please turn on the lights.",light_on
"I need to see what I'm doing, turn on the lights in the kitchen.",light_on
Please switch on the lights in the playroom.,light_on
"It's too dim to work, please turn on the lights in the office.",light_on
"I need to see what I'm doing, activate the lights in the bathroom.",light_on
"Dim the bathroom lights, please.",light_off
"It's time for bed, please switch off the lights.",light_off
"I want to sleep, turn off the lights.",light_off
Turn off the overhead lights in the living room.,light_off
Please switch off the lamps in the dining room.,light_off
Could you please dim the desk lamp?,light_off
"Let's turn off the lights in the hallway, it's getting late.",light_off
"I need to sleep, please deactivate the lights.",light_on
Can you turn off the light above the mirror?,light_off
"It's late, please turn off the lights.",light_off
"I'm going to bed, turn off the lights in the closet.",light_off
Please switch off the lights in the entryway.,light_off
"It's time to turn off the lights, I'm tired.",light_off
Can you turn off the lights in the garage?,light_off
"I'm leaving, please turn off the lights.",light_off
"I'm going to sleep, activate the sleep mode on the lights.",light_on
Please switch off the lights in the playroom.,light_off
"It's getting late, please turn off the lights in the office.",light_off
"I'm going to bed, activate the sleep mode on the bathroom lights.",light_on
"Turn off the lights, I'm tired.",light_off
Please switch off the lights in the attic.,light_off
"It's time to sleep, turn off the lights.",light_off
"I'm going to bed, please deactivate the lights.",light_on
Can you turn off the lights in the laundry room?,light_off
"I'm ready for bed, please deactivate the lights.",light_on
"It's time to sleep, please switch off the lights.",light_off
"I'm going to bed, turn off the lights.",light_off
"Cool down the bathroom, please.",ac_on
Can you turn on the AC in the study?,ac_on
"Turn on the AC in the dining room, please.",ac_on
Please activate the AC in the guest room.,ac_on
"It's too hot to sleep, can you turn on the AC?",ac_on
"I need to cool off, activate the air conditioning.",ac_on
"Turn on the AC in the kitchen, please.",ac_on
Please activate the AC in the playroom.,ac_on
"It's sweltering outside, turn on the AC to cool down.",ac_on
"I need to cool down, turn on the air conditioning unit.",ac_on
Please turn on the AC in the attic.,ac_on
"It's too warm to concentrate, activate the air conditioning.",ac_on
"Turn on the AC in the basement, please.",ac_on
Please activate the AC in the garage.,ac_on
"It's too hot to work, turn on the AC.",ac_on
"I need to cool down, please turn on the air conditioning.",ac_on
"Turn on the AC in the hallway, please.",ac_on
Please activate the AC in the entryway.,ac_on
"It's too hot to sleep, turn on the AC.",ac_on
"Turn on the AC in the bedroom, please.",ac_on
Please activate the AC in the living room.,ac_on
"Turn on the AC in the patio, please.",ac_on
"Turn on the AC, it's getting hot.",ac_on
Can you activate the AC in the playroom?,ac_on
"I need to cool off, please turn on the AC.",ac_on
"Turn on the AC, please.",ac_on
"Turn off the AC in the bathroom, please.",ac_off
Can you turn off the AC in the study?,ac_off
"It's cold enough now, please turn off the AC.",ac_off
"I'm getting cold, turn off the AC.",ac_off
"Turn off the AC in the dining room, please.",ac_off
Please deactivate the AC in the guest room.,ac_off
"I'm cold, can you turn off the AC?",ac_off
"I want to feel warmer, deactivate the air conditioning.",ac_off
"Turn off the AC in the kitchen, please.",ac_off
Please deactivate the AC in the playroom.,ac_off
"It's not hot anymore, turn off the AC.",ac_off
"I'm comfortable now, turn off the air conditioning unit.",ac_off
Please turn off the AC in the attic.,ac_off
"It's no longer hot, deactivate the air conditioning.",ac_off
"I'm comfortable now, please turn off the AC.",ac_off
"Turn off the AC in the basement, please.",ac_off
Please deactivate the AC in the garage.,ac_off
"It's cold enough now, turn off the AC.",ac_off
"I'm getting cold, please turn off the air conditioning.",ac_off
"Turn off the AC in the hallway, please.",ac_off
Please deactivate the AC in the entryway.,ac_off
"Turn off the AC in the bedroom, please.",ac_off
"Turn off the AC, it's getting chilly.",ac_off
Can you deactivate the AC in the playroom?,ac_off
"Turn off the AC, please.",ac_off
Please turn on the vent in the laundry room.,vent_on
Can you activate the ventilation in the office?,vent_on
